کشتن	10995
بکنه	10972
حاضر	10966
آتش	10965
فوق	10961
بدین	10947
کامل	10914
دستور	10876
اوضاع	10869
پا	10854
باهام	10826
ات	10785
چیزایی	10780
بجنب	10768
هستید	10768
خراب	10756
یادم	10730
دریافت	10717
آنها	10716
راهی	10682
کشور	10669
روزی	10667
امتحان	10627
تونیم	10608
بشن	10597
قابل	10590
کمکت	10559
همراه	10541
بدید	10531
بسه	10516
هستین	10504
بکن	10502
زدی	10478
بیشتری	10470
مواد	10452
خودتون	10447
خوبه؟	10441
توضیح	10435
خط	10429
شرمنده	10374
خواد	10358
تنگ	10328
سرت	10302
اینجام	10298
رفتم	10298
هنوزم	10297
عمل	10262
میزنه	10256
میخوایم	10230
ببینیم	10193
قدیمی	10188
نام	10174
حرومزاده	10168
ساله	10154
کردین	10147
حالش	10129
میدونه	10099
سرورم	10090
ببر	10059
فرصت	10052
خطر	10032
نامه	9993
بدست	9967
روشن	9946
ولش	9945
خسته	9941
بکشه	9908
هرچی	9905
لذت	9901
باقی	9882
خواهی	9867
نکرده	9859
خودشون	9858
تمومش	9850
قانون	9827
نفس	9789
نوشته	9785
پایان	9766
نگو	9756
خیال	9750
نباشه	9730
دیشب	9703
دیدن	9681
میخوان	9597
ارتش	9595
قلب	9593
میدیم	9587
فشار	9578
دید	9576
العاده	9567
میدن	9535
مهمه	9512
نداشتم	9511
کردند	9505
تقصیر	9492
ساکت	9459
اونجاست	9444
آخه	9442
انتظار	9442
خبره	9401
میبینی	9395
اهمیت	9377
شام	9377
مسخره	9376
خودتو	9366
قسم	9361
رابطه	9339
گزارش	9336
امکان	9303
داداش	9247
علاقه	9217
قوی	9208
ترجمه	9200
نمیکنی	9186
حدس	9179
تورو	9178
عجیب	9169
خوشت	9163
کاپیتان	9145
سم	9134
بتونی	9080
بکشی	9052
چندتا	9047
دنیای	9035
سرم	9002
بتونه	8995
شش	8969
بتونیم	8955
تلاش	8936
نداشت	8919
اومدن	8913
قطع	8908
سفر	8906
مسابقه	8890
روح	8881
آمریکا	8877
خانوم	8871
میشد	8854
ناراحت	8848
میلیون	8842
سی	8840
تنهایی	8827
چنین	8804
ذهن	8802
ول	8801
بخور	8774
شرط	8770
نیستن	8757
چجوری	8719
وسط	8717
بزرگی	8704
هوا	8697
برنده	8694
خالی	8674
نداشته	8671
مون	8647
ارزش	8632
بیمارستان	8628
خواست	8627
عصبانی	8602
اینها	8601
سخته	8598
کلمه	8596
جشن	8590
مارو	8589
نمیتونیم	8573
اونوقت	8559
الو	8557
خیابون	8553
فرمانده	8502
دم	8498
جز	8489
بینی	8473
آره،	8447
برابر	8445
چک	8438
بگه	8435
صدمه	8433
سیستم	8429
حل	8410
ببینه	8402
فهمیدی	8387
میای	8382
وضعیت	8371
عجب	8367
منطقه	8365
میکشه	8363
بررسی	8361
دی	8361
خواهم	8354
قاتل	8349
اند	8325
ثانیه	8320
رسید	8320
آوردی	8313
زنی	8313
معامله	8310
دوم	8303
درمورد	8289
براتون	8248
رسیده	8247
میشیم	8247
خیله	8245
قدم	8239
اصلی	8235
معنی	8230
ایشون	8216
مشروب	8207
میکردی	8206
بمونه	8192
طوری	8183
جریان	8177
بابت	8169
ثابت	8165
واو	8159
سفید	8158
مراقبت	8153
اس	8150
دفتر	8149
شنیدی	8149
شون	8145
خواهر	8139
نبودم	8126
نیروی	8105
دستم	8092
جورایی	8089
موقعیت	8078
سکس	8064
مسیر	8061
کند	8060
گریه	8053
زودی	8051
هفت	8049
ضربه	8014
نمایش	8005
قهوه	7987
آقایون	7984
جمهور	7984
درخواست	7982
محل	7982
آسیب	7973
میبینمت	7972
هان	7969
ملکه	7954
استراحت	7926
قهرمان	7905
میبینم	7889
تصور	7885
بیاری	7878
گذاشته	7867
جی	7861
نبوده	7840
احترام	7829
بردار	7824
میخواست	7817
همونطور	7816
وگرنه	7813
تون	7811
بگیرش	7783
ساده	7781
میکنید	7780
مسیح	7778
دارند	7777
اشکالی	7772
زندگیم	7768
نیازی	7763
طبقه	7714
ب	7713
میدونستم	7708
نکردی	7696
جو	7686
شک	7670
تمومه	7666
تیکه	7659
نه؟	7645
برسه	7638
باورم	7631
همشون	7631
جناب	7627
مراسم	7619
تشکر	7607
انقدر	7602
تیر	7601
تمرین	7594
آشنا	7590
ان	7586
دادیم	7586
وقته	7582
بودند	7565
ارتباط	7512
آوردم	7491
برده	7474
ممکن	7474
اونه	7464
سالم	7459
ساخته	7458
دیوار	7457
همینطوره	7457
محض	7455
بفرما	7453
نمیخوای	7444
خنده	7411
بمونی	7402
باد	7366
نمیده	7358
مرکز	7356
زیبا	7308
میمونه	7308
آدمای	7273
مسئله	7235
شاه	7234
مثلا	7216
اداره	7206
چارلی	7196
اطراف	7193
اینجایی	7192
جین	7178
ماموریت	7175
امن	7166
جهان	7154
سازمان	7144
پای	7129
برا	7097
گلوله	7096
ذره	7083
امنیت	7081
حد	7079
چپ	7046
جهنم	7045
رفتی	7039
بوی	7033
پاک	7027
خواهیم	7022
بخواد	7018
نیویورک	7009
هات	7005
هواپیما	7002
نگهش	6988
فاصله	6982
تخت	6981
دردسر	6974
ازشون	6970
نور	6960
وقتشه	6945
تاریخ	6943
شمال	6938
قرمز	6937
نوع	6933
نیستیم	6933
بپرسم	6932
بیاید	6932
نمیخواد	6930
زنم	6926
کمتر	6909
خیانت	6904
بمب	6869
همگی	6864
خورد	6846
ولم	6842
حسابی	6833
مربوط	6833
کردید	6795
تحمل	6794
باشه؟	6793
استاد	6791
دخترم	6775
سرعت	6762
دونه	6755
دستگاه	6747
دشمن	6737
سنگ	6737
هاش	6734
مردن	6730
متاسفانه	6728
گرم	6720
پخش	6717
مهمونی	6709
گل	6709
مقدار	6708
بیان	6696
برگردم	6693
اسب	6689
نوشیدنی	6675
ببینید	6670
اونی	6654
تفنگ	6652
بخوام	6651
غلطی	6651
رییس	6646
بحث	6642
کجاست؟	6636
باهاشون	6632
سختی	6631
آدما	6624
عجیبه	6622
نسبت	6607
پی	6606
بنابراین	6605
میگیرم	6605
مایک	6600
چیزای	6598
نتیجه	6568
بکشم	6564
خدمت	6564
دفاع	6564
شکل	6564
میگیره	6557
فرانک	6553
بنداز	6545
ازتون	6544
ایجاد	6539
بدتر	6525
میکنین	6518
گوشت	6509
جاش	6508
هدیه	6503
ربطی	6501
امید	6500
هستی؟	6497
ایده	6488
زودتر	6486
فرق	6484
آفرین	6479
جالبه	6466
ماهی	6464
کلاس	6463
گذشت	6458
ترجیح	6456
دیگر	6452
نمیدونی	6440
سلامتی	6438
مایکل	6434
پیاده	6420
پیتر	6418
برد	6413
محکم	6411
برن	6406
صحنه	6401
قایق	6400
همچنین	6399
آهنگ	6397
ندارن	6397
احمقانه	6396
مکان	6393
گذاشتم	6392
حدود	6391
آزمایش	6390
بفرمایید	6389
بن	6384
خودمو	6383
آتیش	6373
بیست	6370
پیر	6367
دستگیر	6364
چیزهایی	6357
جیمز	6345
حرفی	6343
سراغ	6340
مشت	6334
شدند	6330
نکنه	6323
سرباز	6322
بذاری	6314
شاهزاده	6314
شی	6294
چونکه	6288
کله	6286
شرایط	6284
لازمه	6282
خوشگل	6268
کارهای	6268
رقص	6260
هتل	6254
دلیلی	6249
دیوید	6247
واست	6237
تبریک	6235
حلقه	6232
شخصی	6231
پرت	6230
کارا	6228
میز	6227
شیطان	6211
ا	6209
بیش	6208
حالم	6201
بمونم	6198
یادته	6195
خبری	6180
دادگاه	6171
قصد	6170
برش	6164
جاده	6156
تاثیر	6151
اهل	6143
کمکی	6140
هام	6130
بالای	6126
عزیز	6118
بیاره	6114
دین	6113
خانه	6100
قطار	6098
کلید	6082
دریایی	6081
نخور	6075
صد	6072
مقابل	6064
میدونیم	6052
زندانی	6050
تسلیم	6047
جوان	6042
رنگ	6037
بزنن	6034
باری	6033
متوقف	6025
نگفتم	6006
جنگل	6001
نکنی	5998
ترس	5994
خوردن	5991
بیفته	5990
عملیات	5986
لیست	5981
خواستی	5980
کجایی	5974
تمیز	5972
هری	5967
شکر	5961
بخواب	5957
دوربین	5955
جنده	5952
سارا	5934
مکس	5932
جالب	5929
برامون	5928
دولت	5919
میخواین	5894
تام	5892
شمشیر	5889
عمو	5888
میکنند	5885
نصف	5883
کی؟	5883
فرستاده	5882
کشت	5879
اشتباهی	5869
قربانی	5865
لطف	5859
کنی؟	5848
جزیره	5841
فک	5832
دعوت	5827
بعنوان	5812
آزادی	5811
اثر	5798
ببند	5794
بلایی	5793
میارم	5782
آشغال	5781
ارباب	5771
خودشو	5767
پسش	5753
بزرگترین	5746
دیروز	5738
جعبه	5733
طولانی	5726
دوستان	5710
رسیدیم	5710
درستش	5706
بینم	5695
بله؟	5691
تک	5680
میاره	5679
علیه	5678
متنفرم	5678
شم	5677
شغل	5671
میرن	5663
کسایی	5661
میخورم	5659
جلسه	5648
مبارک	5634
میتونن	5633
حسی	5629
بدو	5625
برادرم	5625
بذارم	5622
مک	5622
بمیره	5618
تونستم	5609
میفته	5606
نمیدم	5600
آبی	5586
عروسی	5584
پسره	5580
لرد	5578
ستاره	5573
آی	5566
نیک	5555
هشت	5548
زیرنویس	5541
قوانین	5520
همونجا	5512
خواسته	5508
تاریکی	5494
ساختمون	5486
بخوری	5470
بیماری	5466
گیری	5458
نده	5456
دانشگاه	5451
برگردیم	5449
دخترا	5447
کاش	5447
درس	5431
دنبالم	5429
اهمیتی	5426
نشد	5422
جیمی	5418
عصر	5415
اومدیم	5414
برگردی	5413
مسئول	5411
نوبت	5410
طبق	5409
هنری	5408
گاز	5403
تعریف	5398
دارد	5391
خب؟	5389
فکری	5379
اونقدر	5372
خیر	5369
خواهند	5354
صبرکن	5353
قطعا	5346
برمیگردم	5339
پارک	5331
سرزمین	5312
خوبی؟	5311
کارمون	5309
بخورم	5305
مقدس	5303
تکرار	5295
امنیتی	5294
بانک	5294
قانونی	5291
دعا	5289
بگیرید	5287
خدایان	5285
هارو	5275
درمان	5271
عادی	5269
توپ	5268
چیزها	5267
فعلا	5264
واسم	5259
موسیقی	5258
بلکه	5256
ظاهرا	5251
اونجایی	5244
آورده	5228
آمریکایی	5224
اجرا	5224
قایم	5215
کیف	5211
دزدی	5208
خاصی	5199
واقعیت	5198
امنه	5189
مست	5188
والتر	5186
رانندگی	5182
میگفت	5171
سلاح	5168
گذاشتی	5167
گردن	5164
برخورد	5160
اضافه	5153
وکیل	5153
زندگیت	5151
ببری	5147
شیر	5147
نقش	5146
میشناسم	5143
ندیده	5142
زنه	5140
حفظ	5139
درجه	5130
گنده	5119
گه	5110
باشد	5108
مستقیم	5102
اعتراف	5099
معمولا	5087
پرنده	5087
اعتقاد	5084
معرفی	5080
میفهمی	5080
پوست	5071
میخوره	5070
دوستم	5069
رسیدن	5056
مجبورم	5054
درخت	5051
تویی	5042
رها	5042
تهدید	5035
کشیده	5034
جرم	5032
نیم	5031
سن	5029
ایستگاه	5028
تجربه	5023
صاحب	5020
میخواستی	5011
انگلیسی	5007
چطوره؟	5006
اعلام	5004
دروازه	5003
نمیدونستم	4995
ژنرال	4994
ترتیب	4991
نکنید	4989
برق	4979
انگیزه	4975
گند	4972
گمشو	4968
شانسی	4956
بود؟	4955
خاموش	4941
سینه	4936
مطمئنا	4936
صندلی	4933
موقعی	4933
شگفت	4932
تایید	4929
ساحل	4928
حواست	4920
نگاهی	4916
هیجان	4915
پیغام	4899
عادت	4896
گرفتیم	4895
شود	4893
ناپدید	4887
ری	4877
بخوره	4873
شدید	4872
سریعتر	4865
بیچاره	4864
اشاره	4860
ملحق	4858
پرداخت	4850
پنجره	4846
خلاص	4841
کوچک	4834
سرنوشت	4832
کلاه	4829
قفل	4825
لی	4824
حالی	4818
ندیدم	4804
خورشید	4803
منفجر	4803
بدونه	4795
وسیله	4795
بازش	4789
خوردم	4789
بینمت	4785
کشید	4780
ببره	4779
نقطه	4779
احساسی	4778
نمیشم	4775
شراب	4774
الآن	4771
دعوا	4768
نتونستم	4767
سیگار	4764
ویژه	4763
دیدنت	4761
گمونم	4760
دسته	4756
میکردن	4751
تعقیب	4750
هممون	4749
مغز	4744
تحویل	4734
نکرد	4731
اومدین	4729
تقدیم	4722
کیه؟	4722
یخ	4722
شکار	4721
فهمم	4718
میکردیم	4716
شخص	4714
اطمینان	4704
جسد	4694
آوردن	4692
چیزهای	4683
آورد	4677
بانوی	4677
بگید	4675
هشدار	4673
گربه	4664
روزنامه	4660
بذارین	4658
شوهر	4649
میدونستی	4647
مو	4643
آدمی	4642
بله،	4641
برگشتی	4638
شین	4635
عذر	4632
اوکی	4630
کارها	4630
بخوریم	4628
ببرم	4627
تونستی	4624
برگرده	4623
بگیم	4617
درون	4613
تمرکز	4611
قشنگه	4611
غذای	4601
حمایت	4598
بگین	4597
نظامی	4592
نگفتی	4584
مری	4577
سقوط	4569
ایول	4568
میشناسی	4562
شناسایی	4561
خداوند	4560
حالتون	4557
میتونید	4552
ایه	4550
خاک	4547
دونستم	4544
وقتا	4538
مریض	4536
کسانی	4533
بیاریم	4526
لندن	4517
الکس	4516
فرد	4515
مدیر	4512
عین	4510
میتونستم	4507
هرکاری	4503
نشان	4501
عمر	4496
بفهمم	4491
دیوانه	4478
الو؟	4477
پاشو	4477
همینطوری	4473
صلح	4466
چیزو	4464
نشه	4459
نشو	4454
نگهبان	4453
تعداد	4450
معمولی	4450
براشون	4447
جنوب	4445
باب	4436
آرامش	4435
بذارید	4431
رفتیم	4427
وسایل	4422
بخشی	4410
کوتاه	4409
دختری	4398
معلوم	4395
میبره	4383
ماجرا	4382
پل	4381
سوم	4373
همینجوری	4371
جوون	4361
آنچه	4360
ایم	4358
هاشون	4358
افسر	4354
پیام	4354
جدی؟	4351
آموزش	4347
میدونید	4346
رم	4342
نیمه	4342
جانی	4338
برسیم	4337
نخواهد	4336
وحشی	4335
مشخص	4334
گذاشتن	4334
نرو	4324
درصد	4323
وظیفه	4323
هاست	4322
همتون	4313
کثیف	4299
همینو	4298
دوره	4295
وایستا	4295
خرید	4292
استارک	4291
نیروهای	4286
دیدیم	4284
درگیر	4282
زبان	4281
شاهد	4278
میفهمم	4255
برگشته	4254
کاریه	4247
روانی	4243
راحتی	4242
قدر	4242
برگشت	4237
نمونه	4237
آنا	4232
بگیرن	4232
عبور	4232
دهن	4227
عضو	4225
انتقام	4222
منی	4215
بزنید	4213
نبودی	4211
نگاش	4211
چطوری؟	4210
دیدمش	4209
بشید	4205
میگی؟	4199
بشنوم	4194
خوشگله	4194
کارای	4189
مثه	4183
باهوش	4181
واحد	4175
دستشویی	4172
شایدم	4171
مایل	4161
بردن	4160
دسترسی	4156
بهتری	4155
بگیرین	4155
شن	4155
ویل	4154
امیدوار	4151
بابام	4148
امضا	4145
گذاشت	4145
جرات	4144
مامانم	4144
تلویزیون	4139
مناسب	4138
هرچیزی	4131
قشنگ	4127
نمیگم	4127
بمیرم	4120
سرویس	4119
تی	4118
علامت	4116
لو	4116
بزرگتر	4115
دزد	4115
یادمه	4114
خطرناکه	4113
باره	4111
مگر	4104
آره؟	4102
شکسته	4095
کون	4094
کیک	4088
چاقو	4082
باحال	4075
راستی	4075
ایمان	4072
نقاشی	4067
موجود	4066
کمکتون	4062
آخ	4056
گی	4054
بیل	4052
بذاریم	4049
طریق	4048
خاص	4046
بودین	4039
گناه	4036
غرق	4032
ثبت	4028
فروش	4028
دزدیده	4024
فراموشش	4023
راهه	4021
دریا	4020
جیک	4018
سوراخ	4017
بو	4015
میشنوی	4003
وحشتناک	4003
پسرا	4002
مرتبه	3997
فیل	3994
پروفسور	3988
پزشکی	3987
اونایی	3985
رای	3984
عصبی	3983
مطمئنی؟	3982
دارو	3981
نا	3969
میومد	3962
مرغ	3960
مارک	3955
تصادف	3952
سفینه	3951
مصرف	3949
خبره؟	3947
بیلی	3942
جیم	3934
چوب	3929
میدونین	3927
الینا	3924
نمیخواستم	3922
کجان	3920
رستوران	3908
اطلاعاتی	3905
همکاری	3902
استخدام	3901
کلیسا	3900
تامی	3894
مدتی	3892
انرژی	3889
قیمت	3888
بفهمی	3876
عیسی	3872
اعضای	3871
بمونیم	3870
تماشا	3869
کثافت	3863
نمیکردم	3860
بامزه	3858
درسته؟	3857
گاهی	3855
راس	3851
پسرت	3848
دوران	3844
مشکلات	3841
تن	3838
اوقات	3832
برگشتم	3827
مونه	3826
خجالت	3825
زخمی	3825
پولی	3825
میزنیم	3824
برقرار	3822
ضد	3815
دنبالت	3814
بهت	3808
تخم	3806
درو	3802
چندین	3801
ها؟	3797
تولد	3794
خوردی	3794
پیروزی	3793
بستگی	3789
کریسمس	3781
هیچکدوم	3777
شد؟	3776
مغازه	3776
پاریس	3770
بزرگه	3767
باهاتون	3766
حمل	3766
خطرناک	3762
تره	3753
اشکال	3747
راز	3746
جدیدی	3738
سبز	3738
دنی	3736
مدل	3735
سطح	3733
بانو	3730
خرج	3730
شنبه	3724
